logFC,logCPM,LR,PValue,FDR,gene
0.2784117678567917,7.769073317074628,2.000134558365936,0.15728524370823763,0.6363641777587019,TOPORS
0.6218943917145564,1.086340751737805,1.9961099764719203,0.15770349112687596,0.6373246590953106,ZNF852
-0.4743505786702756,6.124893345784653,1.990040673354251,0.15833662666221776,0.6391503692527553,RNASE7
-0.3651856052118678,5.899037994966748,1.983065753710143,0.15906780822627017,0.6413672267612999,ZHX2
0.26735313825735396,8.41187807672098,1.9799759497831104,0.15939294043710164,0.6419436824003957,TRMT10C
0.5782116630051404,3.468241662777068,1.9761072930612888,0.15980109669129103,0.6425218948620995,ROM1
0.454966863340699,4.271859204357398,1.9751605357713782,0.15990116395972226,0.6425218948620995,C12orf60
0.584313628748065,2.4983455613775347,1.9678902092785915,0.16067198252487686,0.6442953700891149,PCDHB6
-0.5489701587784082,6.665181680916223,1.9675497631468204,0.16070818113176275,0.6442953700891149,MTND4P12
0.6185988480647392,2.1725569965110476,1.9648178731455754,0.16099899152166652,0.6447277796844919,FOXL1
-0.5683486713006489,2.476121749388283,1.9609445922695246,0.16141233205156588,0.6453620823713672,LMNTD2
-0.8789074539648855,2.1583525158842187,1.9599033630884675,0.1615236539873853,0.6453620823713672,KLF2
-0.35413928841941916,5.840701935822696,1.9546528850923437,0.1620863391233858,0.6468768505898206,GSDMC
0.7907055533994141,0.7641952774985177,1.949146286907137,0.16267887614909793,0.647266564267203,ZNF583
0.7657554447953011,0.5759918912726014,1.948994054900039,0.16269529213959227,0.647266564267203,TAS2R5
-0.29471081888470485,8.492104284298211,1.94862580605502,0.16273501019884842,0.647266564267203,ADRB2
-0.2396477547200874,9.06375909327484,1.9462089067088186,0.16299596355120657,0.647518404426299,TOMM22
0.5303598774139408,8.564785845136786,1.9436934560453665,0.16326806497548918,0.647518404426299,PEG10
0.4951391081017742,3.3399353694201053,1.94063605440815,0.1635994889542218,0.647518404426299,ZNF10
0.52483107394028,3.710580496419999,1.9393562484114568,0.16373844869063148,0.647518404426299,TRMT9B
0.5479450638403013,3.687065609711553,1.9381142742684332,0.16387342960702267,0.647518404426299,ZNF251
0.7132133105603237,0.247181756503265,1.9378625851976858,0.1639007993042732,0.647518404426299,ZNF716
-0.31355536475696094,6.336125390471265,1.9302779823592093,0.1647280354378543,0.6475672419253344,CACNB3
0.6056944293569076,3.603919424735882,1.9289921561484356,0.16486875025749922,0.6475672419253344,SLITRK5
-0.5315968162539448,10.311925874003554,1.925957813432774,0.16520135969291175,0.6475672419253344,ATP8
-0.24121018606449557,8.375531858987284,1.9248079383665129,0.16532760365263396,0.6475672419253344,RAP2B
-0.5274702757580569,12.405082500493291,1.9239723332128733,0.16541941336253702,0.6475672419253344,ND5
-0.3016515203544971,6.512680293851597,1.923765216897344,0.1654421786877403,0.6475672419253344,SLC49A4
-0.40018430198425886,5.045797324064812,1.9232884792226201,0.16549459323857377,0.6475672419253344,SMCO4
0.24463161068240172,7.781487777463647,1.920405273492463,0.1658119901290761,0.6475672419253344,RINT1
0.2648993533531538,7.835627856791193,1.9203290103962871,0.16582039497853762,0.6475672419253344,RAB21
-0.5917976678306563,1.1226953408179121,1.9183457291289616,0.1660391408941175,0.6475672419253344,H2AC13
0.40248052720478944,5.000376933798642,1.9181403495452294,0.16606181208516493,0.6475672419253344,KCTD4
0.5528912177362183,2.2646475752098616,1.917629025272785,0.16611827091387693,0.6475672419253344,ZNF737
-0.5517819642934907,3.36360334192871,1.915456635692668,0.16635838441788056,0.6477866814238796,HOXB4
0.3705600921758696,5.264605924045727,1.910355066781177,0.1669238226045,0.6490826344527612,KAT2B
-0.2618698477392034,8.01871747861136,1.9091331906908167,0.16705957702856253,0.6490826344527612,CDR2
-0.9340269271314555,1.3834957001491632,1.8993839715274943,0.16814728842540233,0.651317559987932,TGM4
0.592114522457844,2.2668697618214955,1.8964129259673985,0.16848037689225603,0.651317559987932,HSPA8P8
0.7116400186828897,1.6485134119167326,1.8951482264426156,0.16862239374563504,0.651317559987932,C5AR1
-0.6889527614822876,1.8774107949148082,1.8942969470276445,0.16871806370924847,0.651317559987932,DTX2
0.3273485313240262,6.6618338443111025,1.8940666804076542,0.16874395262526468,0.651317559987932,B4GAT1
0.39134429762065076,9.632368607613184,1.8921717201260435,0.16895717640280764,0.651317559987932,SAA1
-0.6745367648702301,0.5950515010998328,1.8911309970186054,0.1690744115561287,0.651317559987932,TNFRSF13C
-0.26742633272879424,8.20561881727322,1.8858259006061058,0.16967347085626344,0.651317559987932,ITPRIPL2
0.5797233311711598,2.42064467971497,1.8856325812608912,0.16969534669998712,0.651317559987932,ERVW-1
-0.6566076038534397,1.4522690552681021,1.8848667112395283,0.16978204367619018,0.651317559987932,GPRIN2
-0.33175866837145435,5.826964583340173,1.8845442689151497,0.1698185595556986,0.651317559987932,HTD2
-0.29450594446681916,7.288172538543722,1.8839968981744164,0.1698805687168159,0.651317559987932,B3GALT6
-0.549345483011731,2.582898144640311,1.8825643835254509,0.17004297485834732,0.651317559987932,CYSLTR1
0.50773219114026,3.2936998329123073,1.8792807446142807,0.17041591832017247,0.651317559987932,ZC3H11C
-0.3805017226120141,6.3447826288852,1.8780328964846689,0.17055789040068114,0.651317559987932,ZNF865
-0.3259530512040406,5.919888306765856,1.8777335211129271,0.17059197158594244,0.651317559987932,ABHD15
-0.32598763955594495,6.692905009749586,1.8746889178436623,0.1709390167072072,0.6513782217345879,UBTD1
0.5161566523253915,3.1765976051473586,1.8743513830650027,0.17097754117607655,0.6513782217345879,ZNF284
-0.3249691267305581,6.233855161499493,1.8717799528120764,0.17127135847275973,0.6517929452030294,RGL2
-0.41973594297256883,4.747241279178983,1.8680871392691127,0.17169432269192914,0.6522790591041044,OCEL1
-0.2483318215081974,9.170001808385484,1.8658394573146495,0.17195235326817873,0.6522790591041044,RNH1
-0.30527849336593993,7.288594157384659,1.8651829763044177,0.1720278003928862,0.6522790591041044,PYCR3
1.1377184696087115,0.9077556493817565,1.8637978682325986,0.17218711101079498,0.6522790591041044,H3C15
0.46758249556782744,4.115400209999034,1.8626038823970283,0.172324575489762,0.6522790591041044,SHLD3
-0.8839328382423108,0.7295211631734803,1.8592313260607956,0.17271354246942444,0.6528783739918267,LRRC37A15P
0.32142068730367584,7.234946552184666,1.8580204720875173,0.1728534401062356,0.6528783739918267,SPESP1
0.36677267308593653,5.931648449541813,1.854665468379693,0.17324174633520584,0.6536444476287638,TRIM69
-0.732446137652341,0.3549934056050353,1.8514414189790465,0.17361584182932233,0.6537271020520669,MSANTD5
0.2393029405621381,9.064699461951975,1.851279387731779,0.1736346672873821,0.6537271020520669,TFB2M
-0.28725620747794084,7.642436259772661,1.846910962299006,0.17414309556844748,0.654941588882827,LATS2
-0.4381302296968779,4.733696350414285,1.8434543208680267,0.1745466188133853,0.6557593653500744,NRM
-0.5379090894576879,4.096123956207065,1.841819338657686,0.1747378592629647,0.6557787178303383,ABHD16B
-0.25971989336706536,9.541162967353007,1.833750252251832,0.1756852258943193,0.658007827527936,ACAT2
-0.30973646093293444,9.959745954052279,1.8334136341202907,0.1757248756166831,0.658007827527936,AVPI1
0.5587421019630716,2.2246841266914847,1.831995826414039,0.17589199021887506,0.658007827527936,CD226
-0.5664754411673182,1.7485821965611958,1.817421879759952,0.1776204641687708,0.6637693698099134,CAP1P1
-0.2985774032788298,6.486592826627663,1.8157045653549186,0.17782542598854587,0.6638313571860547,SLC43A2
-0.39995802268578207,5.520936399146554,1.8076819312159813,0.1787865543849025,0.6660968860703897,FNDC10
-0.6806805896944094,0.5730386865314229,1.8044924574886916,0.17917032615595696,0.6660968860703897,INHBB
0.41681560950776964,4.900153234903999,1.8044473740312377,0.179175757618565,0.6660968860703897,B9D2
-0.5508727807251703,10.77090041432943,1.8037092567604986,0.1792647099056065,0.6660968860703897,ND6
0.5218778620228248,3.476711993084959,1.8022678839284088,0.17943856040635475,0.6660968860703897,LNP1
0.25203119197985,9.117226440686991,1.8012088981736838,0.17956641366823786,0.6660968860703897,ID1
0.28093942104189346,6.644983715161737,1.7996359309910641,0.17975651527879327,0.666100904145602,CIPC
0.713382856198639,0.6461237087704493,1.7968275792737347,0.18009649872875086,0.6665411011741748,SCN4B
0.43961341502407947,4.353126062446473,1.7955319919913535,0.1802535951813248,0.6665411011741748,ARHGAP11A-SCG5
0.2328031910823786,8.444386183531794,1.7866783154090058,0.18133140148031282,0.6685562297776454,TMEM14C
0.31931384748408054,6.554502261719063,1.7863918466643627,0.1813663992504061,0.6685562297776454,TCTA
0.5496738954448858,2.364596397320113,1.7856717521621972,0.1814544074420021,0.6685562297776454,KCNJ2
-0.6609437101344098,2.8457101312180204,1.7848294873654496,0.181557409732465,0.6685562297776454,GAS2L2
-0.5910663239916243,1.191820572262475,1.7832056464777502,0.18175618370590313,0.6685895525883117,SMIM2
-0.36317937289188396,5.885812550708314,1.7808408141172904,0.18204611319798833,0.6689577715429728,SLC39A4
-0.2486734441041709,7.350547831495257,1.7751233255246532,0.1827492959955795,0.6702252479688003,OSBPL11
0.230328399223156,8.529375492334093,1.773843173746613,0.18290717030307369,0.6702252479688003,CLPX
-0.368056930928661,5.366838981402315,1.7728877447391174,0.18302510129783836,0.6702252479688003,C15orf61
-0.2514130712413488,9.45412991288725,1.7718621456840893,0.18315179165549225,0.6702252479688003,SCAMP3
0.3239524214461903,6.033937969476936,1.768411502681757,0.183578790319771,0.6706391504893644,TRIM59
-0.24215361099165586,7.68233353311166,1.7665771088036735,0.1838062566817402,0.6706391504893644,TFAP2C
0.8322824259731813,2.822986735951042,1.7663389134502232,0.1838358170751209,0.6706391504893644,CCDC125
0.617129201551572,1.7255663584403236,1.7614187711777465,0.1844476491866087,0.6721753006552317,CAVIN4
0.2848890912969321,6.762936191760907,1.7549454977292243,0.18525622040304207,0.6742964870355362,GPANK1
0.6183594213390149,6.6299204076794025,1.7536989359441577,0.1854123995282164,0.6742964870355362,CXCL3
-0.3392372139576797,6.314876024613879,1.7509138114656366,0.1857618947728211,0.6748710486385789,RNF31
-0.527829983504766,3.7837223218058513,1.7492533669394659,0.18597062207342377,0.6749335449914988,PRR22
-0.2348929483608327,8.472143480710516,1.74623812939236,0.18635035165670655,0.6751996778748955,ZNF281
0.9308307332686258,0.6369182015525596,1.745629158796337,0.1864271528298165,0.6751996778748955,TCP10L
0.5968486605754176,1.2054208031581752,1.7369862040913802,0.18752114810583215,0.6784646056724358,PCDHA10
0.6268460519252735,1.2333231764541697,1.7316440625753096,0.18820107169394631,0.678602913058422,DNAJC28
0.49433660257631773,3.82115453111684,1.7311962094961864,0.18825820262420473,0.678602913058422,LOC107984156
-0.3162600513595368,6.335183183175465,1.7309399007865025,0.18829090804249385,0.678602913058422,H2AC19
-0.24990213108073944,8.133056004333106,1.7296830710953088,0.1884513773615706,0.678602913058422,PLBD2
0.6673609680201961,0.6375592919479286,1.7285175095028809,0.18860033605837917,0.678602913058422,NLRP14
0.32790997159497004,6.079147863610463,1.7276228106938056,0.18871477150886878,0.678602913058422,CENPQ
-0.530532258406603,2.6978791510155595,1.7221163759505718,0.18942084871354015,0.6802877200103387,MUC20
-0.6864887805999846,0.7547874478338109,1.7209609776326515,0.189569393033528,0.6802877200103387,WNT10A
0.307268510239472,6.282081353372689,1.7183013800381435,0.18991184154095303,0.6808233261346068,NUMBL
-0.31923329477246726,5.883040593942449,1.7100329015731788,0.19098110174469402,0.6835350983656335,HOXC13
-0.2479967265573595,7.821225276066929,1.7075475731214453,0.1913038697544465,0.6835350983656335,RNF141
-0.4245202906452364,4.512769567077768,1.7067352307785182,0.1914095061012505,0.6835350983656335,CHKB-CPT1B
-0.24072008821099872,10.031127517324745,1.7051059981856156,0.19162157541475625,0.6835350983656335,SMG5
0.2442729657127623,8.142736567612678,1.7049791077933847,0.19163810362804937,0.6835350983656335,MFAP1
-0.32129105933302893,6.121318441832033,1.702790775116937,0.1919234086619182,0.6838605582655205,CTAGE4
-0.22909540624387986,8.362502441221245,1.7011148378115095,0.19214224516283607,0.6839487595493275,FADD
-0.27233654941196156,6.939232820349724,1.6956298049055771,0.19286049647105805,0.6858127038991004,RCE1
0.33093908229848334,5.714766596781575,1.6909606503813812,0.19347438271556594,0.6873021418242483,NPIPA9
0.22730840803787478,8.501565147559289,1.6795045199301555,0.19499030316481689,0.6919897566493602,SEC22B
-0.6885305096692664,0.35409052151046055,1.6734352512415795,0.1957990419752995,0.6941607886528726,MTX1LP
-0.6301496942222343,2.4243999016080386,1.6668649922659533,0.1966789695903509,0.6944588141489667,RPS7P1
-2.022450585067544,4.682886646914624,1.6655860469639947,0.19685079164014793,0.6944588141489667,MLXIP
0.3784207432109185,5.641441909041841,1.6654153568408105,0.1968737365927989,0.6944588141489667,PEX11A
0.22259729018833846,7.849392437887296,1.6643242956329658,0.1970204761377465,0.6944588141489667,PIGY
0.22259729018833846,7.849392437887296,1.6643242956329658,0.1970204761377465,0.6944588141489667,PYURF
0.5049293920846932,5.621861772341697,1.663989734532791,0.19706549777212448,0.6944588141489667,CDH4
0.21081853168253134,8.439523124070282,1.661143570172058,0.19744899203253816,0.6951151327898746,KCTD12
-0.3205046513402665,5.9481046821425645,1.655849804053032,0.19816460788060616,0.6957694534430833,TUBG2
0.2676630139552548,7.5380128535577695,1.654523272119846,0.1983444059973301,0.6957694534430833,IBTK
0.5429141306430295,1.9445012035376645,1.6535922595674668,0.19847070973381564,0.6957694534430833,PCDHB9
0.48904876839939576,2.5616838226182943,1.6529040411710887,0.19856413601302947,0.6957694534430833,TMEM170B
0.49242503725079845,2.4253375752930415,1.650294855650507,0.1989188044161999,0.6957694534430833,ZNF850
-0.6184754025415574,4.068283046931583,1.6496033557891785,0.19901292508407228,0.6957694534430833,MTND1P23
0.5518072588001511,1.3173685467798335,1.649574049285353,0.19901691517327694,0.6957694534430833,MYO5BP2
0.778553654455299,0.5791052103014569,1.645528447948335,0.19956862754331822,0.69674879457842,PCARE
0.2346515412219422,7.662913417832773,1.6446221018281761,0.19969247517712946,0.69674879457842,RAB11FIP3
-0.44716389097736564,12.052927350770647,1.6405547080021279,0.20024937697959916,0.6968915245329651,ND1
-0.49228017457001105,3.0305446572618555,1.6372203589597385,0.20070727293969515,0.6968915245329651,ZNF688
0.3205411756074125,6.365930728512593,1.6366767725019145,0.20078203862485142,0.6968915245329651,SUSD5
0.3170278919080212,6.230882699049223,1.6361002340534867,0.20086137235733928,0.6968915245329651,CETN3
0.22095198563202786,8.095728420625989,1.6334237540255572,0.20123014853487814,0.6968915245329651,GATC
-0.5724424410812164,1.2068493088226475,1.6328532147134065,0.2013088626508857,0.6968915245329651,PLA2G4D
-0.5010984327165781,1.8066788766039217,1.632108909269699,0.2014116047501481,0.6968915245329651,CDSN
-1.0989636739216173,0.23150510064219249,1.6292454406519576,0.2018074464769453,0.6968915245329651,BMS1P11
0.2997918980638179,7.2127544367286625,1.6273838930141125,0.2020652750638181,0.6968915245329651,HRH1
-0.3631005401061236,7.194893619831945,1.6273073429766862,0.20207588571317298,0.6968915245329651,CCDC85B
0.2880638922268377,6.408986616238222,1.6272861437210224,0.20207882427141372,0.6968915245329651,ZNF830
0.27161933365090146,7.2094913811370365,1.6232607931149623,0.2026377153194194,0.6968915245329651,DCP1A
0.6609185751820243,2.5432906657420244,1.622550355748018,0.20273654326688798,0.6968915245329651,DCAF4L1
-0.5715582846416034,3.009695227358491,1.6220237343745536,0.20280983745619377,0.6968915245329651,ARHGEF26
-0.7073225484746852,0.5213677560684172,1.6205084534146428,0.20302090558394154,0.6968915245329651,CORT
0.8375633109962866,0.2783714403031593,1.6204128407209044,0.20303423244337557,0.6968915245329651,CCDC13
0.27690108021825277,10.887354771743391,1.618667501840946,0.20327768555712966,0.6968915245329651,NNMT
-0.23184728987191863,7.779839677136158,1.618557884470107,0.2032929872928173,0.6968915245329651,RTL8A
-0.250949004573322,7.196964992719441,1.616580562988453,0.20356923919592967,0.6969122501807008,AKIRIN2
-0.4436257628551915,3.928266653255873,1.6155649627858306,0.20371130078341543,0.6969122501807008,POLR2J2
-1.3222004582332487,3.4456821135673152,1.6133531140918773,0.20402109743150576,0.6969122501807008,TRIM6-TRIM34
0.6763658532269664,1.2330841102551673,1.612861138978821,0.20409008007561955,0.6969122501807008,RPSAP19
-0.2793730943755498,6.363065975819212,1.6105267786077802,0.20441776907783174,0.6973554871541908,H1-2
0.5004635831816358,2.0414666344010737,1.6074282200039427,0.20485369221259178,0.6977430054713003,SRP14P2
-0.9738808107251828,0.9124613495648983,1.6069053666876778,0.20492735830385808,0.6977430054713003,KCNK15
-0.23307821580828972,7.647481060824143,1.6031604566421152,0.20545590240830713,0.6979619101799728,PPCS
0.5428082515846453,1.3114366363799197,1.6024483967086374,0.20555658208155325,0.6979619101799728,SIRT4
-0.7104668030798714,1.615248046238485,1.6022416214191102,0.20558582938899314,0.6979619101799728,ANGPT4
0.22602930281854447,9.274917729688545,1.6000672471368205,0.2058936810936483,0.6983342946814405,KIF11
0.3221204660922173,7.625103946859409,1.5981560209115173,0.20616472531194757,0.6984830572863792,KRT10
-0.34287110560285067,7.072253477305969,1.5969642174534044,0.2063339564798867,0.6984830572863792,CEBPD
-0.26411389525643414,8.479789019938254,1.5905858515540103,0.20724245194998855,0.6997066265817847,LRFN4
0.7109357908212594,0.31421767508674575,1.590040107937996,0.20732040360800996,0.6997066265817847,PPM1AP1
-0.43965659693017817,3.6488624075188087,1.5883859601337624,0.2075568867225302,0.6997066265817847,C10orf95
0.25964554096223336,7.734752872424579,1.5882572555106762,0.20757530017971043,0.6997066265817847,DMAC1
0.2468163321005609,8.552929679653534,1.587192747533237,0.20772767080810975,0.6997066265817847,MRPL33
0.27748991168006104,6.851060957607447,1.5860824925970576,0.20788673042881062,0.6997066265817847,TNFAIP8
-0.2410580089120822,7.209179388736236,1.5797801938824136,0.20879235763019974,0.7014339724087296,INAFM2
-0.24346044876519898,7.2886151759531765,1.5782459578136319,0.20901353011401524,0.7014339724087296,LENG8
0.8135517214172299,1.5356710523520565,1.5782408679695,0.20901426431735126,0.7014339724087296,RPL21P119
-0.2192909950580192,7.730421710306923,1.5767164577435224,0.20923429592384468,0.7014339724087296,CPT2
0.32293685257854976,5.679330844828905,1.5756031784344628,0.2093951586191781,0.7014339724087296,TMTC2
0.47690478466524105,2.686465016908709,1.5736229391461825,0.20968165424432336,0.7017266377559311,CNIH3
0.5329854820318282,6.562538763133169,1.566811737988246,0.21067063139547995,0.7035973898368376,CES1
-0.28527649975278174,9.37869405003731,1.5659045458811534,0.21080277113871648,0.7035973898368376,PIM3
-0.511120551759962,4.1104411173593975,1.5656516395453544,0.21083962646643037,0.7035973898368376,EVA1B
0.6157351173601131,2.2507913474052827,1.5618438991868908,0.21139544209937636,0.704590448604665,DNAAF10
-0.5101705054476843,4.433845852470494,1.5596231089207748,0.2117204128985727,0.704590448604665,ACTL10
0.390996248120997,4.494030452977389,1.558336330851354,0.2119089797567367,0.704590448604665,NAP1L5
0.3572906947397918,7.4339590960001765,1.5581454546185114,0.21193696808199347,0.704590448604665,CXCL2
-0.6128409981787395,0.955715871753036,1.5562782607946288,0.21221098754697032,0.7048364939825856,DRAXIN
-0.22933607985019205,7.821113003789493,1.5540551855198146,0.21253778274968066,0.7052572000092981,KIFBP
0.32036576045464754,5.735162840514901,1.5512130758082385,0.21295644735989372,0.7059816749729685,POLG2
-0.4892541283423412,4.299065441871189,1.5498188316108399,0.21316218822500665,0.705999578294101,H2BC5
-0.8937517505931248,3.8406286374249436,1.5477399819592499,0.2134693910876811,0.7060063792453236,HS3ST2
-0.20721634392464697,8.376530594685862,1.5470942170484676,0.21356492629838678,0.7060063792453236,ANKRD40
0.2164219668712104,8.037072375592087,1.545592414607114,0.2137873011968056,0.7060791465956354,TERF2IP
-0.23148425836930853,8.216275167056315,1.5436472160956498,0.2140757397596406,0.7063697630271286,TSC22D4
-0.4826576657938915,3.5973646575736384,1.5390395540430326,0.21476082223978055,0.7070468605560597,BTBD19
-0.2716510382445307,6.788354773928556,1.5389375010975002,0.21477602529266998,0.7070468605560597,FBXO46
-0.21964414825785988,8.29860312487513,1.5382206190152061,0.21488285688295686,0.7070468605560597,PAGR1
-0.6138256517252013,0.8525052304236432,1.5352359523567667,0.2153283194280148,0.7073890899431267,KRT17P3
0.3478203345788089,5.087823560879714,1.5343294476275524,0.21546383302619435,0.7073890899431267,IFT70A
-0.5599803628809391,2.6074505586219483,1.532270397742117,0.21577201809824131,0.7073890899431267,FAM187A
0.2162082425073687,8.940384784071457,1.5311567779319226,0.21593891599813453,0.7073890899431267,NDUFS1
0.25951959142114517,9.734104767304608,1.5308125303444626,0.21599053938104548,0.7073890899431267,MRPL51
-0.4769783315098958,4.282430358908262,1.5274602356227422,0.21649401863986353,0.7078672776083557,HSPA6
-0.2557106223594909,7.851886481091544,1.5271659260143196,0.2165382875317274,0.7078672776083557,GET4
0.3143047128639152,5.874690564675267,1.5250747940954295,0.21685313800424197,0.7082395350574131,TMEM60
0.4506233117696274,3.0905572528190794,1.519268478906067,0.21773022776250028,0.7102661798558898,RPL13P8
0.47592788981846895,4.654770274763714,1.5167154481856144,0.21811722129793568,0.7102661798558898,TMEM276
-0.4595003335314535,3.732796314147369,1.5155785917872677,0.21828981219927163,0.7102661798558898,MMP17
0.21778704804174792,7.883210296973919,1.5139197060569245,0.21854194690267698,0.7102661798558898,VEZF1
-0.450920913199883,2.9568012370784422,1.5133591157803652,0.218627229770543,0.7102661798558898,SARS2
0.28370672112824297,7.197088496139192,1.512992824067057,0.21868297535290593,0.7102661798558898,PSMB8
-0.21710437452986095,8.302127363832318,1.509229185662368,0.21925674348166035,0.710965663549644,TMEM141
0.20669792397789635,8.450894550802621,1.50861096089438,0.21935116381376163,0.710965663549644,SMIM15
-0.2689035287679705,10.233328275033996,1.5076136253164805,0.21950358738422607,0.710965663549644,LRP10
0.4261102704832196,6.53437830233795,1.5050402489126,0.2198974630316152,0.7115873826661268,FAM156A
-0.2210564906263061,9.655481215348605,1.5008772841856057,0.22053642675385257,0.713000337505116,DUSP6
-0.5061726806308947,1.6078882514871493,1.4906329155561222,0.22211828539188908,0.7162689088707792,CHRNB2
0.21207165969075284,8.51295390080597,1.490422306690963,0.22215094814163816,0.7162689088707792,GTF3C6
0.23767589301168668,7.593871467935992,1.4903821004003532,0.22215718427802542,0.7162689088707792,TMEM256
-0.41485742198502207,5.338237703966992,1.486759106277031,0.2227199844175101,0.717427079604484,TPGS1
-0.5819853158878784,1.9040210038501986,1.4841825916142777,0.22312126193892975,0.7176178988935805,RPS16P1
-0.2456822982053212,9.181665084659027,1.4831387592154783,0.22328407931127336,0.7176178988935805,H1-0
0.30625663439990125,5.92520545023972,1.4810411874198959,0.22361168990846003,0.7176178988935805,MMD
-0.2717620157480178,7.457281672419549,1.4769953430882197,0.22424522110593595,0.7176178988935805,RRN3
-0.48147932291877993,2.1804704226734395,1.4766605641621284,0.22429773982342469,0.7176178988935805,DMRTA1
-0.24571446146438694,7.40783253477279,1.475220722549338,0.2245237843196167,0.7176178988935805,LRRC45
-0.6561957577214234,2.2390776447102403,1.474268000445655,0.2246735048238149,0.7176178988935805,TBC1D3E
0.23071087885710911,8.390173945940372,1.4739930345309062,0.2247167380440414,0.7176178988935805,RNF11
0.24069058079319186,8.22747837254978,1.4731834608008043,0.2248440862371431,0.7176178988935805,UBE2B
-0.20859011675384717,8.13435616501727,1.4711809899305024,0.2251594525115091,0.7176178988935805,POP7
0.382873340784534,4.481718543310493,1.471131767500701,0.225167211161242,0.7176178988935805,CEP19
0.3236724619562162,6.081717619871685,1.4692582471087938,0.22546276206281196,0.7176178988935805,NR1D1
-0.25190413095375364,7.516139992412172,1.46833457135628,0.2256086447432876,0.7176178988935805,ARHGEF17
-0.3265536376599861,6.182887446010464,1.4677168552722435,0.2257062682530429,0.7176178988935805,LRFN3
-0.459899250011157,3.1286468916238594,1.4668055705556267,0.22585037978135183,0.7176178988935805,FAM229A
0.4304250147096449,4.712325415664466,1.4656238685368201,0.22603741991256368,0.7176178988935805,THAP2
-0.5805659473278095,2.1201969848615287,1.4580439300245818,0.2272416085268716,0.7178972480907699,GLYATL2
-0.3029821349225402,6.140065808848708,1.457003501782907,0.22740749735839003,0.7178972480907699,HSPE1-MOB4
0.2905864219848581,6.136198398107045,1.4532483923864419,0.22800743487945063,0.7178972480907699,LURAP1L
0.7015597450994463,0.5577539390703068,1.452659129431901,0.2281017515396169,0.7178972480907699,TSNAX-DISC1
0.614811197955387,0.7379612920272463,1.4516480933585587,0.22826368600988914,0.7178972480907699,ZNF625
-0.36608990359731736,4.639965962462398,1.4511675326292774,0.22834070439662227,0.7178972480907699,ATP6V1E2
-0.2646735364655062,6.832185336633257,1.4510057224460269,0.22836664438567697,0.7178972480907699,TGM1
-0.5257617988779765,1.146695667187858,1.4509575611183163,0.22837436587184648,0.7178972480907699,KRT8P14
-0.25018963304007175,7.642351914433336,1.4467041684159625,0.229057533673875,0.7178972480907699,LMTK2
0.26865401718518456,6.686003578911622,1.443574551571615,0.2295617750925886,0.7178972480907699,TIMM8A
0.6004049280915527,1.5325948176196897,1.4428970755413806,0.22967110542894983,0.7178972480907699,SPECC1L-ADORA2A
-0.3128265451177651,5.657539173459893,1.4423409357999084,0.22976090152178658,0.7178972480907699,CCNO
0.25827586854814,9.033797787234963,1.4421668163678305,0.2297890240914307,0.7178972480907699,SARNP
0.22085359580323524,9.677953412812151,1.441508832036135,0.22989533462865552,0.7178972480907699,SMARCA5
-0.3286673965580629,6.550455586645098,1.4412796688612346,0.2299323744360676,0.7178972480907699,E2F2
-0.21739741822104625,7.755938101864901,1.4399822838586402,0.23014220732126525,0.7178972480907699,HRAS
0.28991866411104605,10.008394673256666,1.4388570592356587,0.23032438266091482,0.7178972480907699,SLPI
0.20922596919966704,9.481416704615182,1.4384526560867812,0.23038989850730265,0.7178972480907699,TMEM43
0.2728779239484993,7.607283462184205,1.437857902688549,0.2304862930979052,0.7178972480907699,KIF18A
0.4995916210625525,1.8385608443436778,1.4370989470714117,0.23060937134831117,0.7178972480907699,POTEM
0.25113269643191694,8.919630657924364,1.435872576003419,0.23080841686762138,0.7178972480907699,CNPY2
-0.608078482291586,0.9749218872251927,1.435694619629313,0.2308373171891159,0.7178972480907699,GUSBP9
0.2419338810495369,6.858587473231926,1.434881828078625,0.2309693709635709,0.7178972480907699,CDKN2AIP
0.5089490271749171,2.7532063311455626,1.4346035214670132,0.23101460821082095,0.7178972480907699,CCDC169
-0.2100022261370883,8.556105573797195,1.4332385993824346,0.23123662373105547,0.717954063461004,CD2AP
0.23720986631568117,11.00035779415472,1.4285290483896915,0.23200464862237197,0.7197045613954567,SYNCRIP
-0.2148551314526297,8.005215900892413,1.4168470285474655,0.23392306460253898,0.7250174843090127,UBALD2
-0.3348261252190785,5.108919602333683,1.4136474322770098,0.23445184121792206,0.7251811367778123,GLI4
0.2118419496205842,7.568267229621959,1.4122233921319562,0.23468764792468838,0.7251811367778123,NEU1
-0.2994034929446937,5.702233271516279,1.411665779463501,0.23478006112406472,0.7251811367778123,MIEF2
0.23788301071836718,7.79890423914424,1.4099152569436768,0.23507046157589512,0.7251811367778123,TENT5B
-0.273682250587243,7.055052077918515,1.4091938742487997,0.23519026078854435,0.7251811367778123,TIGD5
-0.24192708866015325,9.32828883798073,1.4086350614275887,0.23528311299521695,0.7251811367778123,H2AX
0.21267037169280215,8.714645436501826,1.4078336614948057,0.23541635087225232,0.7251811367778123,LRRC58
0.6034437460857716,1.2065470283351618,1.4051164406864256,0.23586878664492594,0.7259402656215886,CD27
0.21235024261207117,9.318689842890016,1.4022038021372794,0.23635493061921675,0.7268017238238392,SHCBP1
