logFC,logCPM,LR,PValue,FDR,gene
-0.24289468953780238,4.400514684675338,0.5132200666198274,0.47374822652249177,0.8746651843386993,STK19
0.16351867121228653,6.360543180103904,0.5130573442229718,0.4738183419133306,0.8746651843386993,WDR53
0.14457061154922698,7.474256316071491,0.5119617981724502,0.47429083968261293,0.8750790152049885,SMIM26
-0.2142102212334158,11.237224022155972,0.5103495015519002,0.4749875986719059,0.8756822064162006,ND3
0.1470654161802039,7.516261410295415,0.5099383136813032,0.4751655608364078,0.8756822064162006,SESN2
-0.2076825083995523,5.269063453772495,0.5094818602163986,0.47536324088370935,0.8756822064162006,CCDC61
-0.3097109354065404,3.756199494952088,0.5085140157674033,0.47578283577314157,0.8757314215391763,LRRC37A2
0.3204958504796591,0.8571313306198977,0.506699962249321,0.4765709173126503,0.8757314215391763,ACAP1
-0.3603677010832252,0.6915196680518791,0.5065825270193187,0.4766220080828975,0.8757314215391763,RIPPLY2
0.22522522565491404,4.598452908816257,0.505082265425159,0.47727549033624767,0.8757314215391763,ZNF790
-0.14923513193933968,7.045771397284281,0.5050505907313863,0.47728930290518373,0.8757314215391763,TMEM223
-0.2749814967225636,2.8315787682128843,0.5048844720599384,0.47736175392176183,0.8757314215391763,GPR19
0.15040512632767966,7.25496813979986,0.5048552015992414,0.47737452180255846,0.8757314215391763,C1GALT1C1
-0.15327638285933823,7.747514405193587,0.504847235328242,0.47737799681519794,0.8757314215391763,EXOSC4
0.11953144212194308,8.383787709428583,0.5029259432750166,0.4782173016984881,0.8764842133510218,TTC4
-0.3328476146145972,1.4240048366086622,0.5027693945675944,0.47828579519693953,0.8764842133510218,GALNT12
0.3091051747514472,1.3859973605785223,0.5015700242026935,0.47881107834253067,0.8765264108157464,MTNR1A
0.41908076154814267,2.0235608126671076,0.5015182528320903,0.478833773657965,0.8765264108157464,HSP90AA6P
-0.34434041992313763,0.6961538392789599,0.5004423949643231,0.4793058021622332,0.8765264108157464,TRIM49D1
-0.2270638111491474,6.796938593789643,0.4995237696491017,0.4797094484274781,0.8765264108157464,KCTD11
0.17316566044383733,5.737805629321084,0.4989300046532783,0.4799706464948694,0.8765264108157464,LYSET
0.29284458237659305,2.9323160462731903,0.49813888503874004,0.48031902335629684,0.8765264108157464,CCDC106
0.13321681204968544,7.439350995824766,0.4980403583420525,0.4803624395209389,0.8765264108157464,ERVMER34-1
-0.12152961928582695,8.861271903080636,0.4974149684236693,0.48063817007504084,0.8765264108157464,ALDH1B1
0.18637606633045273,6.518467115488129,0.4972458112860494,0.48071279501155745,0.8765264108157464,NEIL3
-0.25142516720440583,3.369644871947154,0.49705696785421694,0.48079612715858056,0.8765264108157464,CNTF
0.2775608602586542,6.166806507552154,0.4960931929148842,0.48122178770477586,0.876727972690359,INSYN2B
0.3073326280235433,11.395735943115616,0.4956804604116769,0.481404264232646,0.876727972690359,SERPINE1
-0.12013901488631867,9.023874418631605,0.4950879609238825,0.48166641774318675,0.8767523017184866,CHST3
0.15996076355713745,6.242668806591342,0.49421903813700396,0.4820513002085224,0.8769998874211837,CYP26B1
0.16225135335560883,6.237905156684512,0.49231571118817996,0.48289613327214326,0.8780835777353111,GLIS2
0.5666585372436337,-0.07192782024092784,0.4914645353994871,0.48327473513851765,0.87813307931134,RPS7P11
0.28726945825522443,4.591246669982906,0.49082249772003905,0.4835606363183733,0.87813307931134,PLIN4
-0.2513768643232465,3.2311766758359233,0.49057501457321706,0.4836709157046853,0.87813307931134,H2BC4
-0.1433626698910465,6.816312929528343,0.4897452951533623,0.4840409444371456,0.8783523626140584,FDX2
0.18296179267922755,5.739430784109759,0.4869667033743763,0.485283517710578,0.8801539456572706,KLHL11
-0.22286673222809186,6.47145925386902,0.4860070013941993,0.48571391715220674,0.8804814012573953,FOXD1
-0.3012294705769797,1.0484851761965226,0.4846601865188005,0.48631899198466383,0.8805390591658205,RPL13AP26
0.3244433580200078,0.8026762257247957,0.4845183668715163,0.48638277900920085,0.8805390591658205,SCRG1
-0.3388585574252722,2.0259735029798662,0.4842682006034007,0.4864953314971205,0.8805390591658205,BMP6
-0.20713317911817575,5.154299508481956,0.4826385784239875,0.48722957368458586,0.8814153068092816,TMEM276-ZFTRAF1
-0.3151474949729623,3.8742002268468765,0.4817200039518035,0.48764425677534623,0.8817128583254593,ANKRD65
0.12055977513754057,7.954587592600492,0.48100241967007307,0.48796861224075117,0.8818468664289267,OTULIN
-0.14280748824505884,6.830239198791789,0.4801040461018875,0.4883751917969723,0.8821292546860741,PDCD2L
-0.15311128139448835,12.894358226276198,0.479151043151262,0.48880711101655466,0.882457100011444,PFN1
0.13817457136035974,9.297427600460063,0.4747639639172121,0.4908036477071497,0.8854678382378907,CLNS1A
-0.12809130780408076,9.077153038233048,0.47377424470375473,0.4912559444965068,0.8854678382378907,NAPA
0.21322321209136966,4.552471724935506,0.4717995973604079,0.492160432555469,0.8854678382378907,EAF2
0.15072256963693023,9.64994050845411,0.47149675697880866,0.492299395074394,0.8854678382378907,NUFIP2
-0.5591505117948904,1.918696961147509,0.4705306600960739,0.49274314135409303,0.8854678382378907,LOC100653049
0.13037506577892335,7.606609267814027,0.470160602682796,0.49291329308553383,0.8854678382378907,IKBKG
0.2458989858206507,4.245639211573098,0.46997550830071155,0.49299843608691685,0.8854678382378907,RASSF9
-0.3548922408185281,1.3014267304306804,0.4680616350221656,0.49388026117259914,0.8854678382378907,LOC388248
-0.39029150626052983,0.07701130664982955,0.46753449315584206,0.49412360892001184,0.8854678382378907,KRT8P52
0.24601265648830817,3.443813087528789,0.4671301554822609,0.49431040228786055,0.8854678382378907,SRCIN1
0.2544059659917431,3.463795876467742,0.4660985479362987,0.49478751567521806,0.8854678382378907,RILP
-0.25459888441860484,5.821468529369919,0.4659317340631155,0.49486473896849026,0.8854678382378907,KRT83
-0.232592520941275,4.361514991715257,0.46552916129524036,0.49505118582948643,0.8854678382378907,FBXO17
-0.27412681527247984,1.9756118523756536,0.4647569805819609,0.49540914315549256,0.8854678382378907,TRIM60P14
-0.11780925687477677,8.37997015621479,0.46468914861401345,0.4954406086120945,0.8854678382378907,MED13L
0.3606941678824876,0.5241213746958163,0.4645441214793107,0.495507894151196,0.8854678382378907,AK7
-0.13975755057787703,9.054253356559133,0.46427783419820656,0.4956314785628243,0.8854678382378907,JUNB
0.25154911899552984,3.569402394640427,0.4635635004453442,0.4959632586588364,0.8854678382378907,CHSY3
0.30859527298927,1.25241184157227,0.4630977475537925,0.4961797842210491,0.8854678382378907,ANKRD61
-0.18369003081830132,5.270690831616565,0.46288457600208655,0.4962789394707593,0.8854678382378907,MTMR9
-0.26127283778162547,2.076752334887872,0.4619002934948573,0.4967372051321939,0.8854678382378907,S100A5
0.16196103226231764,8.507445647257681,0.46155656537530376,0.49689740744293115,0.8854678382378907,ZBED6
0.20253698368551998,5.121460507152794,0.4612597279730082,0.49703582544004027,0.8854678382378907,NSUN6
0.24821211343699898,3.501476112511987,0.46062825304440835,0.49733050459717226,0.8854678382378907,YY2
0.15416676471555957,12.60986340285461,0.460586935113497,0.4973497959825066,0.8854678382378907,RPS11
-0.17350763266347877,5.787073898940933,0.45968777546189443,0.49776992786923824,0.8854678382378907,TMEM42
-0.1943388494032039,5.124913047434529,0.45963859414672403,0.49779292511100626,0.8854678382378907,ASPHD2
0.1456679753928807,8.393912144561124,0.45952667647770795,0.49784526464075674,0.8854678382378907,NUP37
0.11922795329169929,8.95138747218244,0.4594537879725351,0.4978793567547507,0.8854678382378907,POM121C
0.11496612238136417,8.763816291707215,0.45916847929007076,0.4980128420509362,0.8854678382378907,ITPKC
0.12386868108839867,8.086563894570562,0.4573285254781325,0.4988751439901655,0.885920786435929,TSPAN13
0.28208206586322643,3.504508646259135,0.45719751918968043,0.4989366370020753,0.885920786435929,GET1-SH3BGR
-0.24052229398913033,4.374712498685612,0.45701616845703086,0.4990217823709759,0.885920786435929,SLC37A4
0.24587031605195092,5.302316670521987,0.4546973655678528,0.5001126502112451,0.8870929279655689,LOC128706666
0.12417844796794238,8.875608166833949,0.4545428506317535,0.5001854846389289,0.8870929279655689,MELK
-0.2461974786393529,4.4075204960916174,0.4532340522568781,0.5008031422199788,0.8874962144264682,MFHAS1
-0.20882899428461627,4.669615098190593,0.45285262793901104,0.5009833906416878,0.8874962144264682,CACFD1
-0.40332922936846843,0.509825383093706,0.4521338582965799,0.5013233571465812,0.8874962144264682,GRAMD4P3
0.18255228067532575,5.740074503159571,0.45192915451316296,0.5014202505457146,0.8874962144264682,TNKS
0.1127505138924724,8.805821774060906,0.4498616407823457,0.5024006662654371,0.8883934762357423,ABCB10
0.11874584677906226,9.116261259138552,0.44979697331062596,0.5024313842615875,0.8883934762357423,CIAO1
-0.12786200234650033,7.207996722913991,0.44722633382217936,0.5036550756831066,0.8893716775191559,C6orf47
0.22295004074638472,4.478413501421936,0.4462918921303558,0.5041011560765419,0.8893716775191559,CENPS-CORT
0.1105432363012766,8.335581559886199,0.4453143199942815,0.5045685494056251,0.8893716775191559,GNL1
-0.16474196643209266,6.035520284703714,0.44452586842739983,0.5049460615813749,0.8893716775191559,SIX4
-0.12130394082632603,8.91578032694968,0.4442508855348706,0.5050778376944293,0.8893716775191559,SCRIB
0.11913219728091061,9.489208004883526,0.4441966744437167,0.5051038234497616,0.8893716775191559,CDK2AP1
0.2028444110236269,4.748354608377138,0.44402373199044476,0.5051867376666364,0.8893716775191559,ZNF518B
0.16002780915986284,5.97188835560762,0.4439783390689005,0.5052085043675588,0.8893716775191559,KBTBD4
0.1642950192249953,13.192735551932419,0.44387932888821524,0.5052559870582719,0.8893716775191559,RPS18
-0.2277732207495694,3.9437017319967644,0.4423615434409882,0.5059848357809325,0.8900791936030762,C1QTNF2
0.14849998341735815,6.261920650429959,0.44178301420711996,0.5062631234671703,0.8900791936030762,POLR2J3
0.39518629386553555,0.08289966258113671,0.44146614078252844,0.5064156592435209,0.8900791936030762,RPL13AP25
-0.13170556757997529,11.004542684903228,0.43967622342175616,0.50727876992375,0.8911517373934671,C1QBP
-0.11355205750115227,8.975627083572583,0.4379351741160775,0.5081207461898353,0.8920426026472899,NGRN
-0.2916075218999118,2.006236041034719,0.43758134594406206,0.5082921527002718,0.8920426026472899,FAM131C
0.17321720676018235,5.70663077414628,0.4365706795985851,0.5087823034054936,0.8922337840177273,NUDT4B
-0.28067230008652,1.27724284014403,0.435940555349174,0.5090883123194141,0.8922337840177273,OR4K17
-0.255028918432413,3.1692158707536198,0.43529404202068145,0.5094026105497239,0.8922337840177273,TSSK5P
-0.2404891347681803,4.27746642396923,0.4350978860656518,0.5094980367287205,0.8922337840177273,FBXO32
-0.31818072960686244,2.506596162371455,0.43475066662576367,0.5096670281576859,0.8922337840177273,ZNF724
0.24832087452519636,2.5689023956867256,0.43418789924859547,0.5099411323424712,0.8922703825098651,CKLF-CMTM1
0.3495292797089169,0.8751436627151046,0.42966154583725036,0.5121550692737712,0.8938373084774512,H3C4
-0.32858735171415804,0.5683052280701759,0.42871614514437084,0.5126195895590188,0.8938373084774512,C2CD4A
0.24946348560229428,2.9101922473644053,0.42862293687497743,0.512665426833903,0.8938373084774512,KDM4D
-0.21595573843727045,4.007731478479939,0.42856260940790913,0.5126950980261427,0.8938373084774512,ZNF431
0.25672660992928636,3.688226561823743,0.4282591093273176,0.5128444154244525,0.8938373084774512,ZSWIM5
0.2084983550086823,5.444108479353068,0.4281284600120916,0.5129087161579123,0.8938373084774512,MARF1
0.11599063823031493,7.700537504510821,0.4276943614503139,0.513122463988499,0.8938373084774512,SKIC2
0.21674101472927312,4.174749524152487,0.4274704692181448,0.5132327678806674,0.8938373084774512,LRRC37A17P
0.22389077036873514,3.782232217109694,0.4263205361662561,0.5137999503313422,0.8938373084774512,GAPDHS
-0.15340884186783343,6.264843372303757,0.4260167603204472,0.513949964133721,0.8938373084774512,MOAP1
-0.16847176269624198,5.616137418046932,0.4250734009252801,0.5144163105107925,0.8938373084774512,UST
0.27774062722943216,1.1803401222490117,0.4243689839946953,0.5147650176995586,0.8938373084774512,RAB9B
-0.12470406027381672,8.731543245855857,0.4239410209474386,0.5149770734091603,0.8938373084774512,CTDSP1
0.2301695977235076,3.903313675546345,0.4237003046142238,0.5150964153455461,0.8938373084774512,VAT1L
0.12559417009931723,10.796179857782,0.42226618879260513,0.5158084207235925,0.8938373084774512,RBM8A
0.13905938813027666,8.82828574186677,0.42187980940661873,0.5160005432357139,0.8938373084774512,NUS1
0.11401158634098721,7.871190046033877,0.4217646778091666,0.5160578152321912,0.8938373084774512,ALG11
0.14750188618541046,6.459128426530527,0.4217608149947232,0.5160597369746585,0.8938373084774512,HRCT1
0.12638472666278835,7.997753588672747,0.4213398312161374,0.5162692505861036,0.8938373084774512,SNHG32
-0.13628412715427665,11.874052253279563,0.421170094431659,0.5163537666321891,0.8938373084774512,COTL1
0.14843124383487405,11.340277491111268,0.4203617664788908,0.5167565850187431,0.8938373084774512,RPL23AP42
0.32497037450828986,0.45801839915921894,0.41975641558329824,0.5170586131712106,0.8938373084774512,OR13K1P
0.24521913296012468,2.589505423129194,0.41965438226328766,0.5171095511769203,0.8938373084774512,XNDC1N-ZNF705EP-ALG1L9P
-0.7037305019768372,-0.12029938243307156,0.41894053624510974,0.5174661699963998,0.8938373084774512,SLCO1B3-SLCO1B7
0.11855611634663629,7.822961173080445,0.4188946639404918,0.5174891013410213,0.8938373084774512,RTL6
0.11152519757634642,9.241646459074163,0.41878635595129765,0.5175432510540046,0.8938373084774512,TEX2
0.31893812610077044,2.231581574487596,0.41844055563006677,0.5177162040627737,0.8938373084774512,SEPT5-GP1BB
0.12250112029005036,9.822261017088083,0.4172535752042812,0.5183106477971069,0.8938373084774512,FEN1
0.17173223544421656,5.716855286420241,0.41710376329555743,0.5183857592497504,0.8938373084774512,PCDHGB5
-0.3146524361937261,0.5071388140945701,0.4168061775276617,0.5185350170487572,0.8938373084774512,FZD9
-0.30242402967760024,1.8280817652017711,0.41610180776839467,0.5188886033810556,0.8938373084774512,LRRN4
0.21493102299816544,5.283213007972996,0.41574472396447426,0.519068017672716,0.8938373084774512,ZNF707
-0.16216969073269685,6.512553420200577,0.41518514714440613,0.5193493927077923,0.8938373084774512,ARL5B
0.3244461943959248,0.8570725854073349,0.4147539549524848,0.519566394522048,0.8938373084774512,SPANXD
-0.24339394604609127,3.419607036730541,0.4144494692388241,0.5197197261803509,0.8938373084774512,UFSP1
-0.15795558671770119,5.785226607600225,0.4138405436321735,0.520026605542143,0.8938373084774512,PEX5
0.3303616540321133,1.8220759924477579,0.4129717933429524,0.52046498139392,0.8938373084774512,RPL7AP6
-0.19746689507055706,5.08609200464907,0.41295180965907363,0.5204750729272787,0.8938373084774512,VASN
0.32438208593871687,0.39893115248504946,0.412237153123026,0.5208361933327552,0.8940217950826251,OMG
-0.167763847209193,5.928937745381584,0.4108398713437609,0.5215435274005261,0.894667039956673,TBC1D9B
0.2733529358013263,1.312231056008225,0.4104920724278682,0.5217198544582755,0.894667039956673,PGAM4
0.24918641096871075,1.973294862128583,0.4094634763926829,0.5222419492081576,0.8951267650824646,IGSF5
-0.11768071589886517,10.048046278840475,0.40811302435491825,0.5229288167341304,0.895804159151539,UBQLN4
0.18298327450020438,4.917351452011275,0.40728231756772715,0.5233521265701019,0.895804159151539,TUBB3
-0.11285123819175931,7.818100554740447,0.4071889106137192,0.5233997626824685,0.895804159151539,MAN2B2
0.11333443175249622,7.583368979675375,0.4055855446786225,0.524218655586978,0.8964801049048288,MMUT
-0.11870174696668623,7.59959292977831,0.4053209928515358,0.5243539897299602,0.8964801049048288,EEF1AKMT4
-0.11461372570206316,8.658714269876352,0.4048605667161169,0.5245896734217658,0.8964801049048288,ARFGEF1
0.14273057566509625,7.288205203557406,0.4044260353516975,0.5248122748066577,0.8964801049048288,RPS17
-0.26405812506114257,1.2737467523157087,0.4034547896928713,0.5253104316054599,0.8966984345928266,OR6C4
0.11204301512184081,8.616284989666237,0.4031849218804524,0.5254489975692925,0.8966984345928266,HEXIM1
0.13568482152176192,7.515284538090847,0.400403007207192,0.5268812005580128,0.898707333381625,TIGAR
0.11686690674549326,9.766639181288472,0.39938118343496853,0.5274090126189253,0.8988397903471315,BMS1
0.15295586020904253,5.958328016444767,0.3992652039704696,0.527468980260462,0.8988397903471315,JRKL
-0.11370847811899273,7.692836192034838,0.3983052614758975,0.527965790730752,0.8992515449662495,ZNF335
-0.14562304759636843,6.287316677869028,0.39726860304169165,0.5285032459465787,0.8994058392285574,SDHAF1
-0.23520403470256637,5.565059082169816,0.39714609390355804,0.5285668254944218,0.8994058392285574,RGS16
0.1361113350074229,7.9523467867800495,0.3962882513768875,0.5290124111300323,0.8995275161638322,MRPL40
-0.28388298880754215,0.7386752893734474,0.39602584138472785,0.5291488481860455,0.8995275161638322,SBK1
-0.11421425543148961,9.944266707390923,0.39526985274288506,0.5295422688435216,0.899695249305071,PRRC2B
0.32085758741571063,0.21009028530410878,0.39485549093289063,0.5297581277832073,0.899695249305071,SMBD1P
-0.16363384810745177,6.137507043597113,0.3934591291807976,0.5304867178888022,0.9004986482852306,ZNF524
-0.12594102312968394,7.382386933591492,0.3905272847980399,0.532022368664349,0.9011816967700791,ORAI1
0.11611362048023248,7.653860805620813,0.38954055052681724,0.5325410067616306,0.9011816967700791,AGPAT5
-0.3297224704569944,2.9253404206979834,0.38941608670008776,0.5326064910981506,0.9011816967700791,SNAI1
-0.2930961066546637,1.1475697732222594,0.38919282795661125,0.5327239909910993,0.9011816967700791,KPRP
0.11870755502581933,10.112794833911694,0.38913569409775484,0.5327540677616898,0.9011816967700791,RPL36AL
0.23234114851462956,2.9757019940541825,0.388438044594967,0.5331215764592305,0.9011816967700791,OR5AS1
0.14768595391754882,6.589935137480649,0.38839537981390215,0.5331440663329108,0.9011816967700791,GAN
-0.1335583686243052,7.286641535500563,0.38822776123100766,0.5332324396755148,0.9011816967700791,EEFSEC
-0.14800677966248907,6.024191955537185,0.3882251507102945,0.5332338162266277,0.9011816967700791,FKBPL
-0.13653407952675242,9.725465904784466,0.38766127962179553,0.5335313012124439,0.9011816967700791,CST3
0.18576348227540496,4.657541462021034,0.38565503420519676,0.5345921885381592,0.9011816967700791,TSTD3
-0.13446209330890602,9.967461467348024,0.385570097889655,0.5346371865360178,0.9011816967700791,ACACA
-0.14088940408384118,7.549353185488422,0.3853216254777294,0.5347688629679577,0.9011816967700791,B2M
-0.28274234038368523,1.6964198684198857,0.3848689489934296,0.5350089073485147,0.9011816967700791,BPTFP1
-0.27779689481442754,1.1790710038684076,0.3845507208239263,0.5351777737990695,0.9011816967700791,UTS2R
-0.1542598629954428,5.689589159379373,0.3841669135991239,0.535381568247084,0.9011816967700791,RTL8B
-0.16638388563067572,5.452011191071436,0.38406137335978485,0.5354376328390957,0.9011816967700791,TCAF1P1
0.2929474199779884,1.8628477634881575,0.3839230922623891,0.5355111060148269,0.9011816967700791,RPL17P39
-0.3208986188626094,0.6197453362898636,0.38347763622314845,0.5357479156450953,0.9011816967700791,RPSAP70
0.11487491574709939,9.592166768420395,0.3823827530155768,0.5363307779428099,0.9015518844745527,SF3B5
0.31543295078611194,2.1452266272996736,0.38210344171324406,0.5364796542971444,0.9015518844745527,MSH5
0.10640628682420508,8.17594796201088,0.38098586804113665,0.537076088202302,0.901645186837563,RPUSD4
-0.18036458258580348,5.23077192704475,0.38014528766137445,0.5375254911158462,0.901645186837563,H4C14
0.343080888137036,0.11117259535082673,0.3796500044221376,0.5377906075808009,0.901645186837563,CELA3B
-0.17504646439298302,6.276625140444464,0.3795900778912511,0.5378227013845867,0.901645186837563,ZXDB
0.28533427022261415,0.7047463793956179,0.37876281436602666,0.5382661019383506,0.901645186837563,EVPLL
0.129655306633683,6.622436975336213,0.37824434351690783,0.5385443348106991,0.901645186837563,THAP1
0.2309357376365781,3.6316441365681946,0.37822095564215275,0.5385568919045903,0.901645186837563,FSBP
-0.17012604511340843,5.125671506417314,0.3773294938548134,0.5390359225654324,0.901645186837563,ACOT1
0.13781670207814964,6.6227208758536955,0.3770261923449212,0.5391990805887841,0.901645186837563,RNF103
0.22123260821032145,3.9033485041147262,0.3768132869073062,0.5393136649379155,0.901645186837563,TLR1
-0.10663927833670377,8.841081751400237,0.37674650074841054,0.5393496180061246,0.901645186837563,RPS6KA1
0.2569091323687867,1.2564946270912483,0.3756068948245621,0.5399637804400175,0.9017184192136197,TMEM236
-0.2796427615413095,2.5774404800176964,0.37553730592796253,0.5400013251634892,0.9017184192136197,SOCS1
0.3505062207698744,0.19278035594922963,0.3745039408735522,0.5405594118995981,0.9017184192136197,PCDHGA8
-0.12296039967645601,7.0932806121339045,0.37437726008240446,0.540627900868029,0.9017184192136197,GMPR2
0.10807059025628744,7.880141519942749,0.37410831453232873,0.5407733569648807,0.9017184192136197,ORC6
0.13206885049147415,9.790042764569906,0.3738212351420316,0.540928699834731,0.9017184192136197,PNN
0.254925617872682,2.609529568736556,0.37238077015260007,0.5417093958696488,0.9022909549064309,APOM
0.10589580482810919,7.846512699799493,0.3722428760675245,0.541784239665723,0.9022909549064309,ZW10
0.27376217407752745,1.0372189038875597,0.37096747746142067,0.54247738179173155,0.9030185609041388,IPO8P1
-0.23668543115355306,1.9851474387404113,0.3685984585787212,0.5437692211282941,0.9034914199441421,H2BC12L
-0.10784498885887692,8.113833250375375,0.3684991367675252,0.543823505878501,0.9034914199441421,GINS2
-0.10733115985815551,9.645173227909376,0.3682700667317249,0.5439487432436797,0.9034914199441421,POLR2A
0.3041086123130469,0.23908061357871327,0.3682537353737879,0.543957673972702,0.9034914199441421,OR2AG2
0.2599665569823576,2.3887651796873897,0.3680970729705386,0.5440433578664783,0.9034914199441421,PEX11G
0.24579878943368588,3.396813252946796,0.3668614466861393,0.5447200387037529,0.9041890797889897,KRBA2
0.10486872470976097,8.250288207255648,0.3656673588769479,0.5453754529180527,0.9046634733007286,WDFY2
0.24312480179209986,1.4073521826013693,0.36509785216423685,0.5456885602206919,0.9046634733007286,KLHL31
0.19264050568539193,9.696088713362512,0.3649389584666096,0.5457759773658766,0.9046634733007286,ZBED2
-0.19426285863997558,5.149308720061682,0.36362125055591754,0.5465019316987476,0.9046718656216226,LOC102724642
-0.16516501389951513,5.361079984835685,0.36258320438520997,0.5470750783716974,0.9046718656216226,INO80D
0.20363499880559752,5.921241599344227,0.36246283384821254,0.5471416120598477,0.9046718656216226,TRAPPC12
0.1006041946540394,8.470361207627342,0.36228524220811664,0.5472398016682033,0.9046718656216226,UTP3
0.12930590044639412,9.399921077417753,0.36194158228727247,0.5474299028135394,0.9046718656216226,ERP29
-0.10929113065966604,7.50992621014358,0.36167936327714045,0.5475750362691516,0.9046718656216226,MFSD5
0.13124023787247627,6.9602768956414804,0.36167389850532317,0.5475780616830083,0.9046718656216226,ASF1A
0.3841815399448514,2.291638699694339,0.36095338121139875,0.547977228201333,0.9049071003662126,UBR7
0.27932886054415723,1.1867784707474962,0.3603108263153114,0.5483336611958399,0.905071579416459,OR6J1
-0.10781728017571257,8.270056577568962,0.3593569497981832,0.5488635861595745,0.9053284785071124,AKAP11
-0.27725286763278634,0.7075996025125043,0.3590719619924375,0.5490220962900431,0.9053284785071124,SRP68P1
-0.2965173947004818,1.215679313247099,0.35839393936671593,0.5493995561802242,0.9053284785071124,MTCO3P12
0.14221755957712875,7.038711546647658,0.3581712469841136,0.549523636385517,0.9053284785071124,GADD45B
0.19346346577282933,4.344826114653129,0.35761919249510044,0.5498314573144839,0.9053284785071124,RPL14P1
0.1306368846653623,6.429746138525678,0.3569865350220809,0.550184618676509,0.9053284785071124,PIGH
0.15311354833024254,5.461120441169219,0.3565777157476784,0.550413055258529,0.9053284785071124,PIGBOS1
0.11468976629434166,7.312616633763262,0.3562208431680336,0.5506126107734763,0.9053284785071124,SECISBP2L
-0.11705846769110867,7.226138980713174,0.3558833843427269,0.55080143527788,0.9053284785071124,MED22
0.20453485390159376,5.766385720771081,0.3544915318581907,0.5515815289476266,0.90599232136982355,C5orf46
0.4014115193729642,0.03741151496297674,0.35407170877133964,0.5518172350466286,0.90599232136982355,ZFP2
-0.13644188663965148,7.063378151201255,0.35378806230659876,0.5519765930706615,0.90599232136982355,NBPF10
-0.28302059536592483,0.853612216103439,0.35242757191343776,0.5527421469265232,0.9064927444363083,TFAP2E
0.11396050159422355,7.254592017484018,0.3522876544837885,0.5528209923651616,0.9064927444363083,STING1
0.15823272371194577,5.5701022272296425,0.35187584033398167,0.5530531783592687,0.9064927444363083,GSDMD
0.2223716009619937,3.0694292757175576,0.3501891648551352,0.5540060679700581,0.9067735681894449,NAPEPLD
0.09768008686577083,8.462478916517796,0.3501337478995836,0.5540374283969146,0.9067735681894449,RBM28
-0.3258318922146559,0.3895212903983606,0.34994909952810715,0.5541419450038457,0.9067735681894449,C17orf113
0.25303828560425334,1.037772506133714,0.34937774584141135,0.5544655845595867,0.9067735681894449,PRELP
-0.21084204551016733,4.276448568656246,0.34929748186910814,0.5545110781635226,0.9067735681894449,MCCC2
-0.19522271326997964,4.135695933379833,0.3484942454629092,0.5549667412601674,0.9070893153599228,THAP10
-0.16128259959731303,5.240456774277261,0.34805015477119383,0.5552189708375009,0.9070893153599228,SULT1A3
-0.14010487871808758,8.100505454284534,0.3467081789644908,0.555982491329552,0.9079158014111869,SYT8
0.11486962648359977,7.190149812481131,0.3461606282454994,0.5562945934220618,0.9080046999626427,GATAD1
0.16560500045505858,6.093878500775464,0.34531289788602493,0.556778452998732,0.9083737353553386,RAC3
-0.1220105578499577,6.872372489262709,0.3433632591846063,0.5578942884766787,0.9090561787346982,TMEM167B
-0.27924465735799775,1.1353315782132596,0.3431971748455114,0.5579895400181019,0.9090561787346982,TMEM200B
0.1197889088284601,6.937643601192792,0.3426558533711379,0.5583002099955576,0.9090561787346982,LCMT2
0.20479370753586726,3.8083546202229805,0.3420913499588898,0.5586245354724069,0.9090561787346982,CHRNA9
0.12341984993511414,6.951814961181917,0.3418883218633795,0.558741269498387,0.9090561787346982,UQCC4
0.28422216199445127,0.627976979250945,0.3417591330023413,0.5588155727732759,0.9090561787346982,CILP2
-0.22738391877791247,3.1840553326852734,0.3414343079547475,0.5590024799427046,0.9090561787346982,MPV17L
-0.16720024155618837,4.963778750927525,0.34076481121601354,0.5593880907438906,0.909108990939033,SPDYE3
0.34425189218624286,0.33903828031167704,0.33985221585941616,0.5599145381403462,0.909108990939033,FOXD4L1
-0.30478868296547457,0.323870607648168,0.33949915794452945,0.560118460180293,0.909108990939033,CSNK2A3
0.1113834393962042,9.503383255421912,0.33878786378753034,0.5605297268826912,0.909108990939033,MYDGF
0.24472415658302296,2.5655823490825496,0.33859388461064377,0.5606419849723084,0.909108990939033,OR2M3
-0.20837639983316966,3.9320168507711926,0.33758726529175664,0.5612252198825988,0.909108990939033,HOXC5
0.09502111980566316,8.39996793514401,0.3373309544508487,0.5613739120726843,0.909108990939033,NSMAF
-0.5568224504078146,0.04553860263696988,0.3371562699779087,0.5614752941038974,0.909108990939033,NPY4R2
-0.1617822614093988,5.117516605424721,0.336733964392824,0.5617205337223006,0.909108990939033,ZNF784
-0.16762882140297702,7.6493488498536735,0.336427063375595,0.5618988850691957,0.909108990939033,MFSD3
-0.26561271126028907,1.2177037232846746,0.3362481865428757,0.5620028870601526,0.909108990939033,AGMAT
0.24043139896830495,2.0060581388800753,0.33579735975658975,0.5622651693912244,0.909108990939033,ZNF502
0.29491334606392966,0.1982497112363747,0.33558525479396495,0.5623886493323189,0.909108990939033,RXFP4
-0.10786776049491248,7.654624883009757,0.3350137053385538,0.5627216446553696,0.9092302043858425,RAB9A
0.16242131180058048,5.287464644376097,0.33254472189706874,0.5641644917179974,0.9102802055596851,ZNF718
